face_folder,audio_path,label,method,type,category,source_path,true_label,pred_label,prob_fake,threshold,is_correct,error_type
FakeAVCeleb_LipSync/test/1_776_id01231_00015_id00383_wavtolip,FakeAVCeleb_LipSync/test/1_776_id01231_00015_id00383_wavtolip.wav,1,wav2lip,FakeVideo-FakeAudio,D,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-FakeAudio/Caucasian (American)/women/id01231\00015_id00383_wavtolip.mp4,1,1,0.9951171875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_911_id03945_00063_id04562_wavtolip,FakeAVCeleb_LipSync/test/1_911_id03945_00063_id04562_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/Asian (South)/men/id03945\00063_id04562_wavtolip.mp4,1,1,0.9951171875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_790_id04582_00180_id06445_NWtdqOxEbDY_faceswap_id07689_wavtolip,FakeAVCeleb_LipSync/test/1_790_id04582_00180_id06445_NWtdqOxEbDY_faceswap_id07689_wavtolip.wav,1,faceswap-wav2lip,FakeVideo-FakeAudio,D,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-FakeAudio/Asian (South)/women/id04582\00180_id06445_NWtdqOxEbDY_faceswap_id07689_wavtolip.mp4,1,1,0.9951171875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_188_id01521_00109_id01528_wavtolip,FakeAVCeleb_LipSync/test/1_188_id01521_00109_id01528_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/African/men/id01521\00109_id01528_wavtolip.mp4,1,1,0.99365234375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_870_id05235_00052_id00829_wavtolip,FakeAVCeleb_LipSync/test/1_870_id05235_00052_id00829_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/African/women/id05235\00052_id00829_wavtolip.mp4,1,1,0.9931640625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_134_id01610_00090_id02296_wavtolip,FakeAVCeleb_LipSync/test/1_134_id01610_00090_id02296_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/African/men/id01610\00090_id02296_wavtolip.mp4,1,1,0.99267578125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_767_id06066_00028_id07901_wavtolip,FakeAVCeleb_LipSync/test/1_767_id06066_00028_id07901_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/Asian (East)/women/id06066\00028_id07901_wavtolip.mp4,1,1,0.98876953125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_584_id00235_00052_id04529_wavtolip,FakeAVCeleb_LipSync/test/1_584_id00235_00052_id04529_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/Asian (South)/women/id00235\00052_id04529_wavtolip.mp4,1,1,0.98486328125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_598_id07739_00019_id01451_wavtolip,FakeAVCeleb_LipSync/test/1_598_id07739_00019_id01451_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/Asian (East)/women/id07739\00019_id01451_wavtolip.mp4,1,1,0.984375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_950_id04219_00130_id00529_wavtolip,FakeAVCeleb_LipSync/test/1_950_id04219_00130_id00529_wavtolip.wav,1,wav2lip,FakeVideo-FakeAudio,D,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-FakeAudio/Caucasian (American)/men/id04219\00130_id00529_wavtolip.mp4,1,1,0.98046875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_552_id00241_00015_id00946_wavtolip,FakeAVCeleb_LipSync/test/1_552_id00241_00015_id00946_wavtolip.wav,1,wav2lip,FakeVideo-FakeAudio,D,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-FakeAudio/Caucasian (European)/men/id00241\00015_id00946_wavtolip.mp4,1,1,0.9775390625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_947_id09053_00005_id03889_wavtolip,FakeAVCeleb_LipSync/test/1_947_id09053_00005_id03889_wavtolip.wav,1,wav2lip,FakeVideo-FakeAudio,D,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-FakeAudio/Asian (East)/men/id09053\00005_id03889_wavtolip.mp4,1,1,0.96728515625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_748_id04687_00066_id03168_wavtolip,FakeAVCeleb_LipSync/test/1_748_id04687_00066_id03168_wavtolip.wav,1,wav2lip,FakeVideo-FakeAudio,D,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-FakeAudio/Asian (East)/men/id04687\00066_id03168_wavtolip.mp4,1,1,0.9287109375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_457_id00462_00143_id00190_wavtolip,FakeAVCeleb_LipSync/test/1_457_id00462_00143_id00190_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/Caucasian (American)/women/id00462\00143_id00190_wavtolip.mp4,1,1,0.88720703125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_498_id04111_00015_id01215_wavtolip,FakeAVCeleb_LipSync/test/1_498_id04111_00015_id01215_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/Asian (East)/men/id04111\00015_id01215_wavtolip.mp4,1,1,0.82666015625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_324_id03525_00048_id01044_wavtolip,FakeAVCeleb_LipSync/test/1_324_id03525_00048_id01044_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/Caucasian (American)/men/id03525\00048_id01044_wavtolip.mp4,1,1,0.7978515625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_892_id06470_00052_id00056_wavtolip,FakeAVCeleb_LipSync/test/1_892_id06470_00052_id00056_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/Asian (East)/men/id06470\00052_id00056_wavtolip.mp4,1,1,0.7138671875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/1_680_id00491_00122_id00496_wavtolip,FakeAVCeleb_LipSync/test/1_680_id00491_00122_id00496_wavtolip.wav,1,wav2lip,FakeVideo-RealAudio,C,D:\Projects\FakeAVCeleb_v1.2\FakeVideo-RealAudio/Caucasian (European)/women/id00491\00122_id00496_wavtolip.mp4,1,1,0.6884765625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_48_id04689_00005,FakeAVCeleb_LipSync/test/0_48_id04689_00005.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/women/id04689\00005.mp4,0,0,0.5419921875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_425_id00863_00069,FakeAVCeleb_LipSync/test/0_425_id00863_00069.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/men/id00863\00069.mp4,0,0,0.5322265625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_420_id00185_00015,FakeAVCeleb_LipSync/test/0_420_id00185_00015.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (European)/men/id00185\00015.mp4,0,0,0.5263671875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_368_id00126_00173,FakeAVCeleb_LipSync/test/0_368_id00126_00173.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/men/id00126\00173.mp4,0,0,0.0457763671875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_316_id01589_00017,FakeAVCeleb_LipSync/test/0_316_id01589_00017.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/men/id01589\00017.mp4,0,0,0.041839599609375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_975_id03211_00032,FakeAVCeleb_LipSync/test/0_975_id03211_00032.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/women/id03211\00032.mp4,0,0,0.0225830078125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_519_id00363_00014,FakeAVCeleb_LipSync/test/0_519_id00363_00014.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/women/id00363\00014.mp4,0,0,0.01812744140625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_882_id06061_00002,FakeAVCeleb_LipSync/test/0_882_id06061_00002.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/women/id06061\00002.mp4,0,0,0.0154266357421875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_419_id00358_00217,FakeAVCeleb_LipSync/test/0_419_id00358_00217.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (European)/men/id00358\00217.mp4,0,0,0.0147857666015625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_881_id03696_00160,FakeAVCeleb_LipSync/test/0_881_id03696_00160.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/women/id03696\00160.mp4,0,0,0.01422882080078125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_683_id00520_00187,FakeAVCeleb_LipSync/test/0_683_id00520_00187.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (European)/men/id00520\00187.mp4,0,0,0.01358795166015625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_139_id00231_00037,FakeAVCeleb_LipSync/test/0_139_id00231_00037.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/women/id00231\00037.mp4,0,0,0.01137542724609375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_115_id00261_00048,FakeAVCeleb_LipSync/test/0_115_id00261_00048.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/women/id00261\00048.mp4,0,0,0.009674072265625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_459_id04216_00470,FakeAVCeleb_LipSync/test/0_459_id04216_00470.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/men/id04216\00470.mp4,0,0,0.0095977783203125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_857_id00829_00271,FakeAVCeleb_LipSync/test/0_857_id00829_00271.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/women/id00829\00271.mp4,0,0,0.00930023193359375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_341_id00478_00206,FakeAVCeleb_LipSync/test/0_341_id00478_00206.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/men/id00478\00206.mp4,0,0,0.009124755859375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_868_id00594_00005,FakeAVCeleb_LipSync/test/0_868_id00594_00005.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (European)/men/id00594\00005.mp4,0,0,0.00841522216796875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_263_id00082_00052,FakeAVCeleb_LipSync/test/0_263_id00082_00052.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/men/id00082\00052.mp4,0,0,0.0082550048828125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_983_id03897_00021,FakeAVCeleb_LipSync/test/0_983_id03897_00021.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/women/id03897\00021.mp4,0,0,0.00815582275390625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_726_id04927_00013,FakeAVCeleb_LipSync/test/0_726_id04927_00013.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/women/id04927\00013.mp4,0,0,0.00812530517578125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_422_id00773_00038,FakeAVCeleb_LipSync/test/0_422_id00773_00038.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/men/id00773\00038.mp4,0,0,0.00787353515625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_19_id02948_00298,FakeAVCeleb_LipSync/test/0_19_id02948_00298.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/women/id02948\00298.mp4,0,0,0.0078125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_716_id08313_00202,FakeAVCeleb_LipSync/test/0_716_id08313_00202.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/men/id08313\00202.mp4,0,0,0.00734710693359375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_137_id03649_00001,FakeAVCeleb_LipSync/test/0_137_id03649_00001.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (European)/women/id03649\00001.mp4,0,0,0.007259368896484375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_108_id06354_00021,FakeAVCeleb_LipSync/test/0_108_id06354_00021.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/men/id06354\00021.mp4,0,0,0.006877899169921875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_967_id00568_00384,FakeAVCeleb_LipSync/test/0_967_id00568_00384.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/women/id00568\00384.mp4,0,0,0.00679779052734375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_925_id01178_00028,FakeAVCeleb_LipSync/test/0_925_id01178_00028.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/women/id01178\00028.mp4,0,0,0.006641387939453125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_551_id00577_00010,FakeAVCeleb_LipSync/test/0_551_id00577_00010.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/women/id00577\00010.mp4,0,0,0.006565093994140625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_585_id00383_00171,FakeAVCeleb_LipSync/test/0_585_id00383_00171.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/women/id00383\00171.mp4,0,0,0.006565093994140625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_866_id01231_00015,FakeAVCeleb_LipSync/test/0_866_id01231_00015.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/women/id01231\00015.mp4,0,0,0.006439208984375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_596_id01530_00002,FakeAVCeleb_LipSync/test/0_596_id01530_00002.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/men/id01530\00002.mp4,0,0,0.006439208984375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_895_id06535_00183,FakeAVCeleb_LipSync/test/0_895_id06535_00183.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/men/id06535\00183.mp4,0,0,0.0063629150390625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_34_id05576_00368,FakeAVCeleb_LipSync/test/0_34_id05576_00368.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/women/id05576\00368.mp4,0,0,0.00626373291015625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_766_id01528_00017,FakeAVCeleb_LipSync/test/0_766_id01528_00017.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/men/id01528\00017.mp4,0,0,0.00621795654296875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_116_id00087_00002,FakeAVCeleb_LipSync/test/0_116_id00087_00002.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/men/id00087\00002.mp4,0,0,0.006145477294921875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_995_id01182_00167,FakeAVCeleb_LipSync/test/0_995_id01182_00167.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/men/id01182\00167.mp4,0,0,0.00609588623046875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_45_id02586_00042,FakeAVCeleb_LipSync/test/0_45_id02586_00042.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/women/id02586\00042.mp4,0,0,0.00605010986328125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_487_id07377_00025,FakeAVCeleb_LipSync/test/0_487_id07377_00025.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/women/id07377\00025.mp4,0,0,0.0060272216796875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_864_id02464_00002,FakeAVCeleb_LipSync/test/0_864_id02464_00002.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/women/id02464\00002.mp4,0,0,0.00600433349609375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_103_id00945_00107,FakeAVCeleb_LipSync/test/0_103_id00945_00107.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/men/id00945\00107.mp4,0,0,0.00600433349609375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_75_id06776_00021,FakeAVCeleb_LipSync/test/0_75_id06776_00021.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/men/id06776\00021.mp4,0,0,0.0059814453125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_935_id03678_00078,FakeAVCeleb_LipSync/test/0_935_id03678_00078.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/men/id03678\00078.mp4,0,0,0.00591278076171875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_217_id00415_00017,FakeAVCeleb_LipSync/test/0_217_id00415_00017.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (European)/men/id00415\00017.mp4,0,0,0.00591278076171875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_898_id00100_00028,FakeAVCeleb_LipSync/test/0_898_id00100_00028.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/women/id00100\00028.mp4,0,0,0.0058441162109375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_527_id01452_00001,FakeAVCeleb_LipSync/test/0_527_id01452_00001.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/men/id01452\00001.mp4,0,0,0.00579833984375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_348_id00816_00118,FakeAVCeleb_LipSync/test/0_348_id00816_00118.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/men/id00816\00118.mp4,0,0,0.0057525634765625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_669_id07039_00105,FakeAVCeleb_LipSync/test/0_669_id07039_00105.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/women/id07039\00105.mp4,0,0,0.0057525634765625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_101_id01192_00217,FakeAVCeleb_LipSync/test/0_101_id01192_00217.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/men/id01192\00217.mp4,0,0,0.005641937255859375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_395_id01451_00099,FakeAVCeleb_LipSync/test/0_395_id01451_00099.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/women/id01451\00099.mp4,0,0,0.00557708740234375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_322_id04537_00083,FakeAVCeleb_LipSync/test/0_322_id04537_00083.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/men/id04537\00083.mp4,0,0,0.005535125732421875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_571_id03781_00113,FakeAVCeleb_LipSync/test/0_571_id03781_00113.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/women/id03781\00113.mp4,0,0,0.005512237548828125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_119_id00842_00043,FakeAVCeleb_LipSync/test/0_119_id00842_00043.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/women/id00842\00043.mp4,0,0,0.005512237548828125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_558_id06438_00110,FakeAVCeleb_LipSync/test/0_558_id06438_00110.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/women/id06438\00110.mp4,0,0,0.0054473876953125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_172_id00775_00092,FakeAVCeleb_LipSync/test/0_172_id00775_00092.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/men/id00775\00092.mp4,0,0,0.0054473876953125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_650_id07161_00159,FakeAVCeleb_LipSync/test/0_650_id07161_00159.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/men/id07161\00159.mp4,0,0,0.005428314208984375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_927_id00241_00015,FakeAVCeleb_LipSync/test/0_927_id00241_00015.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (European)/men/id00241\00015.mp4,0,0,0.00536346435546875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_660_id00368_00078,FakeAVCeleb_LipSync/test/0_660_id00368_00078.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (European)/men/id00368\00078.mp4,0,0,0.005218505859375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_632_id07136_00052,FakeAVCeleb_LipSync/test/0_632_id07136_00052.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/women/id07136\00052.mp4,0,0,0.00518035888671875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_807_id05478_00135,FakeAVCeleb_LipSync/test/0_807_id05478_00135.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/women/id05478\00135.mp4,0,0,0.0050811767578125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_576_id05383_00015,FakeAVCeleb_LipSync/test/0_576_id05383_00015.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/men/id05383\00015.mp4,0,0,0.0050811767578125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_435_id03605_00048,FakeAVCeleb_LipSync/test/0_435_id03605_00048.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/women/id03605\00048.mp4,0,0,0.005062103271484375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_677_id05434_00052,FakeAVCeleb_LipSync/test/0_677_id05434_00052.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (South)/women/id05434\00052.mp4,0,0,0.004962921142578125,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_397_id00529_00409,FakeAVCeleb_LipSync/test/0_397_id00529_00409.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/men/id00529\00409.mp4,0,0,0.00494384765625,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_185_id04820_00015,FakeAVCeleb_LipSync/test/0_185_id04820_00015.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/African/women/id04820\00015.mp4,0,0,0.004924774169921875,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_533_id00097_00162,FakeAVCeleb_LipSync/test/0_533_id00097_00162.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Caucasian (American)/women/id00097\00162.mp4,0,0,0.004848480224609375,0.5999999999999998,True,correct
FakeAVCeleb_LipSync/test/0_25_id02332_00055,FakeAVCeleb_LipSync/test/0_25_id02332_00055.wav,0,real,RealVideo-RealAudio,A,D:\Projects\FakeAVCeleb_v1.2\RealVideo-RealAudio/Asian (East)/men/id02332\00055.mp4,0,0,0.004756927490234375,0.5999999999999998,True,correct
